date,total_cases,new_cases,total_deaths,new_deaths,new_cases_per_million,new_deaths_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,
 2022-7-12,3998466,491,101895,15,8.198,0.25,36.86,31.91,1
 2022-7-13,3998863,397,101907,12,6.628,0.2,36.87,31.92,1
 2022-7-14,3999345,482,101915,8,8.048,0.134,36.88,31.93,1
 2022-7-15,3999751,406,101918,3,6.779,0.05,36.88,31.94,1
 2022-7-16,3999751,0,101918,0,0,0,36.89,31.95,1
 2022-7-17,3999751,0,101918,0,0,0,36.89,31.95,0
 2022-7-18,4000631,880,101922,4,14.693,0.067,36.89,31.95,1
 2022-7-19,4000894,263,101935,13,4.391,0.217,36.9,31.96,1
 2022-7-20,4001444,550,101939,4,9.183,0.067,36.91,31.97,1
 2022-7-21,4001816,372,101942,3,6.211,0.05,36.92,31.98,1
 2022-7-22,4002133,317,101943,1,5.293,0.017,36.93,32,1
 2022-7-23,4002133,0,101943,0,0,0,36.94,32.01,1
 2022-7-24,4002133,0,101943,0,0,0,36.94,32.01,0
 2022-7-25,4002981,848,101955,12,14.158,0.2,36.94,32.01,1
 2022-7-26,4003502,521,101962,7,8.699,0.117,36.95,32.02,1
 2022-7-27,4003883,381,101967,5,6.361,0.083,36.96,32.03,1
 2022-7-28,4003883,0,101967,0,0,0,36.97,32.05,1
 2022-7-29,4004201,318,101977,10,5.309,0.167,36.98,32.06,1
 2022-7-30,4004555,354,101982,5,5.91,0.083,36.99,32.07,1
 2022-7-31,4005124,569,101982,0,9.5,0,36.99,32.07,1
 2022-8-1,4005124,0,101982,0,0,0,36.99,32.07,1
 2022-8-2,4005124,0,101982,0,0,0,37,32.08,0
 2022-8-3,4005124,0,101982,0,0,0,37.01,32.09,0
 2022-8-4,4005124,0,101982,0,0,0,37.02,32.1,0
 2022-8-5,4005124,0,101982,0,0,0,37.03,32.11,0
 2022-8-6,4005124,0,101982,0,0,0,37.04,32.12,0
 2022-8-7,4006871,1747,101982,0,29.168,0,37.04,32.12,1
 2022-8-8,4006871,0,101982,0,0,0,37.04,32.12,1
 2022-8-9,4006916,45,101982,0,0.751,0,37.04,32.13,1
 2022-8-10,4006916,0,101982,0,0,0,37.04,32.13,1
 2022-8-11,4007080,164,101982,0,2.738,0,37.05,32.14,1
 2022-8-12,4007080,0,101982,0,0,0,37.06,32.15,1
 2022-8-13,4007925,845,101982,0,14.108,0,37.07,32.16,1
 2022-8-14,4008164,239,101982,0,3.99,0,37.07,32.16,1
 2022-8-15,4008332,168,101982,0,2.805,0,37.07,32.16,1
 2022-8-16,4008443,111,101982,0,1.853,0,37.08,32.17,1
 2022-8-17,4008696,253,102066,84,4.224,1.402,37.09,32.18,1
 2022-8-18,4008988,292,102066,0,4.875,0,37.1,32.19,1
 2022-8-19,4008988,0,102066,0,0,0,37.11,32.2,1
 2022-8-20,4009509,521,102066,0,8.699,0,37.11,32.2,1
 2022-8-21,4009730,221,102066,0,3.69,0,37.11,32.2,1
 2022-8-22,4009877,147,102066,0,2.454,0,37.11,32.2,1
 2022-8-23,4010000,123,102066,0,2.054,0,37.12,32.21,1
 2022-8-24,4010207,207,102084,18,3.456,0.301,37.13,32.22,1
 2022-8-25,4010453,246,102084,0,4.107,0,37.14,32.23,1
 2022-8-26,4010752,299,102084,0,4.992,0,37.14,32.24,1
 2022-8-27,4010999,247,102084,0,4.124,0,37.15,32.24,1
 2022-8-28,4011210,211,102084,0,3.523,0,37.15,32.24,1
 2022-8-29,4011357,147,102084,0,2.454,0,37.15,32.24,1
 2022-8-30,4011431,74,102084,0,1.236,0,37.15,32.25,1
 2022-8-31,4011657,226,102084,0,3.773,0,37.16,32.26,1
 2022-9-1,4011937,280,102108,24,4.675,0.401,37.17,32.27,1
 2022-9-2,4012239,302,102108,0,5.042,0,37.17,32.27,1
 2022-9-3,4012485,246,102108,0,4.107,0,37.18,32.28,1
 2022-9-4,4012485,0,102108,0,0,0,37.18,32.28,1
 2022-9-5,4012812,327,102108,0,5.46,0,37.18,32.28,1
 2022-9-6,4012812,0,102108,0,0,0,37.18,32.29,1
 2022-9-7,4012812,0,102108,0,0,0,37.19,32.29,0
 2022-9-8,4012812,0,102129,21,0,0.351,37.2,32.3,0
 2022-9-9,4013721,909,102129,0,15.177,0,37.2,32.31,1
 2022-9-10,4013721,0,102129,0,0,0,37.21,32.32,1
 2022-9-11,4014277,556,102129,0,9.283,0,37.21,32.32,1
 2022-9-12,4014405,128,102129,0,2.137,0,37.21,32.32,1
 2022-9-13,4014405,0,102129,0,0,0,37.22,32.32,1
 2022-9-14,4014724,319,102129,0,5.326,0,37.22,32.33,1
 2022-9-15,4014986,262,102146,17,4.374,0.284,37.23,32.34,1
 2022-9-16,4015347,361,102146,0,6.027,0,37.23,32.34,1
 2022-9-17,4015347,0,102146,0,0,0,37.23,32.34,1
 2022-9-18,4015880,533,102146,0,8.899,0,37.24,32.35,1
 2022-9-19,4016037,157,102146,0,2.621,0,37.24,32.35,1
 2022-9-20,4016157,120,102146,0,2.004,0,37.25,32.35,1
 2022-9-21,4016157,0,102146,0,0,0,37.25,32.36,1
 2022-9-22,4016460,303,102169,23,5.059,0.384,37.26,32.36,1
 2022-9-23,4017011,551,102169,0,9.2,0,37.26,32.37,1
 2022-9-24,4017163,152,102169,0,2.538,0,37.26,32.37,1
 2022-9-25,4017163,0,102169,0,0,0,37.26,32.37,1
 2022-9-26,4017552,389,102169,0,6.495,0,37.26,32.37,1
 2022-9-27,4017788,236,102169,0,3.94,0,37.27,32.38,1
 2022-9-28,4018102,314,102169,0,5.243,0,37.27,32.38,1
 2022-9-29,4018425,323,102169,0,5.393,0,37.28,32.39,1
 2022-9-30,4018768,343,102185,16,5.727,0.267,37.28,32.39,1
 2022-10-1,4018768,0,102185,0,0,0,37.28,32.39,1
 2022-10-2,4018768,0,102185,0,0,0,37.28,32.39,0
 2022-10-3,4019077,309,102185,0,5.159,0,37.28,32.39,1
 2022-10-4,4019077,0,102185,0,0,0,37.29,32.4,1
 2022-10-5,4019800,723,102185,0,12.071,0,37.29,32.4,1
 2022-10-6,4020142,342,102194,9,5.71,0.15,37.3,32.41,1
 2022-10-7,4020429,287,102194,0,4.792,0,37.3,32.41,1
 2022-10-8,4020788,359,102194,0,5.994,0,37.31,32.42,1
 2022-10-9,4020788,0,102194,0,0,0,37.31,32.42,1
 2022-10-10,4020788,0,102194,0,0,0,37.31,32.42,0
 2022-10-11,4021386,598,102194,0,9.984,0,37.31,32.42,1
 2022-10-12,4021746,360,102194,0,6.011,0,37.32,32.43,1
 2022-10-13,4022107,361,102246,52,6.027,0.868,37.32,32.43,1
 2022-10-14,4022577,470,102246,0,7.847,0,37.33,32.44,1
 2022-10-15,4022973,396,102246,0,6.612,0,37.33,32.44,1
 2022-10-16,4023358,385,102246,0,6.428,0,37.33,32.44,1
 2022-10-17,4023358,0,102246,0,0,0,37.33,32.44,1
 2022-10-18,4023732,374,102246,0,6.244,0,37.34,32.45,1
 2022-10-19,4024129,397,102246,0,6.628,0,37.34,32.46,1
 2022-10-20,4024553,424,102257,11,7.079,0.184,37.35,32.46,1
 2022-10-21,4024959,406,102257,0,6.779,0,37.36,32.47,1
 2022-10-22,4025375,416,102257,0,6.946,0,37.36,32.47,1
 2022-10-23,4025375,0,102257,0,0,0,37.36,32.48,1
 2022-10-24,4025375,0,102257,0,0,0,37.36,32.48,0
 2022-10-25,4026068,693,102257,0,11.57,0,37.37,32.48,1
 2022-10-26,4026437,369,102257,0,6.161,0,37.37,32.49,1
 2022-10-27,4026786,349,102311,54,5.827,0.902,37.38,32.49,1
 2022-10-28,4027157,371,102311,0,6.194,0,37.38,32.5,1
 2022-10-29,4027567,410,102311,0,6.845,0,37.39,32.5,1
 2022-10-30,4027744,177,102311,0,2.955,0,37.39,32.5,1
 2022-10-31,4028160,416,102311,0,6.946,0,37.39,32.5,1
 2022-11-1,4028308,148,102311,0,2.471,0,37.39,32.51,1
 2022-11-2,4028651,343,102311,0,5.727,0,37.4,32.51,1
 2022-11-3,4029027,376,102363,52,6.278,0.868,37.41,32.52,1
 2022-11-4,4029496,469,102363,0,7.831,0,37.41,32.52,1
 2022-11-5,4029737,241,102363,0,4.024,0,37.42,32.53,1
 2022-11-6,4029737,0,102363,0,0,0,37.42,32.53,1
 2022-11-7,4029942,205,102363,0,3.423,0,37.42,32.53,1
 2022-11-8,4030660,718,102363,0,11.988,0,37.42,32.53,1
 2022-11-9,4031096,436,102363,0,7.28,0,37.43,32.54,1
 2022-11-10,4031624,528,102371,8,8.816,0.134,37.43,32.54,1
 2022-11-11,4031624,0,102371,0,0,0,37.44,32.55,1
 2022-11-12,4032718,1094,102371,0,18.266,0,37.45,32.56,1
 2022-11-13,4033182,464,102371,0,7.747,0,37.45,32.56,1
 2022-11-14,4033182,0,102371,0,0,0,37.45,32.56,1
 2022-11-15,4034343,1161,102371,0,19.384,0,37.45,32.56,1
 2022-11-16,4035522,1179,102371,0,19.685,0,37.46,32.57,1
 2022-11-17,4036165,643,102395,24,10.736,0.401,37.46,32.57,1
 2022-11-18,4036623,458,102395,0,7.647,0,37.47,32.58,1
 2022-11-19,4037221,598,102395,0,9.984,0,37.47,32.58,1
 2022-11-20,4037221,0,102395,0,0,0,37.48,32.59,1
 2022-11-21,4037221,0,102395,0,0,0,37.48,32.59,0
 2022-11-22,4038121,900,102395,0,15.027,0,37.48,32.59,1
 2022-11-23,4038501,380,102395,0,6.345,0,37.48,32.59,1
 2022-11-24,4039344,843,102395,0,14.075,0,37.49,32.6,1
 2022-11-25,4039858,514,102428,33,8.582,0.551,37.5,32.61,1
 2022-11-26,4039858,0,102428,0,0,0,37.5,32.61,1
 2022-11-27,4040939,1081,102428,0,18.049,0,37.5,32.61,1
 2022-11-28,4040939,0,102428,0,0,0,37.5,32.61,1
 2022-11-29,4040980,41,102428,0,0.685,0,37.51,32.61,1
 2022-11-30,4040980,0,102428,0,0,0,37.51,32.62,1
 2022-12-1,4040980,0,102464,36,0,0.601,37.52,32.63,0
 2022-12-2,4040980,0,102464,0,0,0,37.52,32.63,0
 2022-12-3,4040980,0,102464,0,0,0,37.52,32.63,0
 2022-12-4,4042912,1932,102464,0,32.257,0,37.53,32.64,1
 2022-12-5,4042912,0,102464,0,0,0,37.53,32.64,1
 2022-12-6,4042912,0,102464,0,0,0,37.53,32.64,0
 2022-12-7,4042912,0,102464,0,0,0,37.53,32.64,0
 2022-12-8,4042912,0,102550,86,0,1.436,37.54,32.65,0
 2022-12-9,4042912,0,102550,0,0,0,37.54,32.65,0
 2022-12-10,4042912,0,102550,0,0,0,37.54,32.65,0
 2022-12-11,4042912,0,102550,0,0,0,37.54,32.65,0
 2022-12-12,4045262,2350,102550,0,39.236,0,37.54,32.65,1
 2022-12-13,4045262,0,102550,0,0,0,37.55,32.65,1
 2022-12-14,4045262,0,102550,0,0,0,37.55,32.66,0
 2022-12-15,4045262,0,102568,18,0,0.301,37.55,32.66,0
 2022-12-16,4045262,0,102568,0,0,0,37.56,32.66,0
 2022-12-17,4045262,0,102568,0,0,0,37.56,32.66,0
 2022-12-18,4045262,0,102568,0,0,0,40.01,35.11,0
 2022-12-19,4046603,1341,102568,0,22.39,0,40.01,35.11,1
 2022-12-20,4046603,0,102568,0,0,0,40.01,35.11,1
 2022-12-21,4046603,0,102568,0,0,0,40.01,35.11,0
 2022-12-22,4046603,0,102568,0,0,0,40.01,35.11,0
 2022-12-23,4046603,0,102568,0,0,0,40.01,35.11,0
 2022-12-24,4046603,0,102568,0,0,0,40.01,35.11,0
 2022-12-25,4048232,1629,102568,0,27.198,0,40.02,35.13,1
 2022-12-26,4048232,0,102568,0,0,0,40.02,35.13,1
 2022-12-27,4048281,49,102568,0,0.818,0,40.02,35.13,1
 2022-12-28,4048281,0,102568,0,0,0,40.02,35.13,1
 2022-12-29,4048580,299,102568,0,4.992,0,40.02,35.13,1
 2022-12-30,4048580,0,102568,0,0,0,40.02,35.13,1
 2022-12-31,4048580,0,102568,0,0,0,40.02,35.13,0
 2023-1-1,4048580,0,102568,0,0,0,40.02,35.13,0
 2023-1-2,4049319,739,102568,0,12.338,0,40.02,35.13,1
 2023-1-3,4049319,0,102568,0,0,0,40.02,35.13,1
 2023-1-4,4049319,0,102568,0,0,0,40.02,35.13,0
 2023-1-5,4049319,0,102568,0,0,0,40.02,35.13,0
 2023-1-6,4049319,0,102568,0,0,0,40.02,35.13,0
 2023-1-7,4049319,0,102568,0,0,0,40.02,35.13,0
 2023-1-8,4050288,969,102568,0,16.179,0,40.02,35.13,1
 2023-1-9,4050288,0,102568,0,0,0,40.02,35.13,1
 2023-1-10,4050288,0,102568,0,0,0,40.02,35.13,0
 2023-1-11,4050288,0,102568,0,0,0,40.02,35.13,0
 2023-1-12,4050288,0,102568,0,0,0,40.02,35.13,0
 2023-1-13,4050288,0,102568,0,0,0,40.02,35.13,0
 2023-1-14,4050288,0,102568,0,0,0,40.02,35.13,0
 2023-1-15,4051787,1499,102568,0,25.028,0,40.02,35.13,1
 2023-1-16,4051787,0,102568,0,0,0,40.02,35.13,1
 2023-1-17,4051891,104,102568,0,1.736,0,40.02,35.13,1
 2023-1-18,4052114,223,102568,0,3.723,0,40.02,35.13,1
 2023-1-19,4052988,874,102568,0,14.592,0,40.02,35.13,1
 2023-1-20,4053787,799,102588,20,13.34,0.334,40.02,35.13,1
 2023-1-21,4053787,0,102588,0,0,0,40.02,35.13,1
 2023-1-22,4054206,419,102595,7,6.996,0.117,40.02,35.13,1
 2023-1-23,4054206,0,102595,0,0,0,40.02,35.13,1
 2023-1-24,4054206,0,102595,0,0,0,40.02,35.13,0
 2023-1-25,4054206,0,102595,0,0,0,40.02,35.13,0
 2023-1-26,4054206,0,102595,0,0,0,40.02,35.13,0
 2023-1-27,4054206,0,102595,0,0,0,40.02,35.13,0
 2023-1-28,4054206,0,102595,0,0,0,40.02,35.13,0
 2023-1-29,4055656,1450,102595,0,24.209,0,40.02,35.13,1
 2023-1-30,4055656,0,102595,0,0,0,40.02,35.13,1
 2023-1-31,4055656,0,102595,0,0,0,40.02,35.13,0
 2023-2-1,4055656,0,102595,0,0,0,40.02,35.13,0
 2023-2-2,4055656,0,102595,0,0,0,40.02,35.13,0
 2023-2-3,4055656,0,102595,0,0,0,40.02,35.13,0
 2023-2-4,4055656,0,102595,0,0,0,40.02,35.13,0
 2023-2-5,4057134,1478,102595,0,24.677,0,40.02,35.13,1
 2023-2-6,4057134,0,102595,0,0,0,40.02,35.13,1
 2023-2-7,4057134,0,102595,0,0,0,40.02,35.13,0
 2023-2-8,4057134,0,102595,0,0,0,40.02,35.13,0
 2023-2-9,4057134,0,102595,0,0,0,40.02,35.13,0
 2023-2-10,4057134,0,102595,0,0,0,40.02,35.13,0
 2023-2-11,4057134,0,102595,0,0,0,40.02,35.13,0
 2023-2-12,4058915,1781,102595,0,29.736,0,40.02,35.13,1
 2023-2-13,4058915,0,102595,0,0,0,40.02,35.13,1
 2023-2-14,4058915,0,102595,0,0,0,40.02,35.13,0
 2023-2-15,4058915,0,102595,0,0,0,40.02,35.13,0
 2023-2-16,4058915,0,102595,0,0,0,40.02,35.13,0
 2023-2-17,4058915,0,102595,0,0,0,40.02,35.13,0
 2023-2-18,4058915,0,102595,0,0,0,40.02,35.13,0
 2023-2-19,4060385,1470,102595,0,24.543,0,40.02,35.13,1
 2023-2-20,4060385,0,102595,0,0,0,40.02,35.13,1
 2023-2-21,4060385,0,102595,0,0,0,40.02,35.13,0
 2023-2-22,4060385,0,102595,0,0,0,40.02,35.13,0
 2023-2-23,4060385,0,102595,0,0,0,40.02,35.13,0
 2023-2-24,4060385,0,102595,0,0,0,40.02,35.13,0
 2023-2-25,4060385,0,102595,0,0,0,40.02,35.13,0
 2023-2-26,4061578,1193,102595,0,19.919,0,40.02,35.13,1
 2023-2-27,4061578,0,102595,0,0,0,40.02,35.13,1
 2023-2-28,4061578,0,102595,0,0,0,40.02,35.13,0
 2023-3-1,4061578,0,102595,0,0,0,40.02,35.13,0
 2023-3-2,4061578,0,102595,0,0,0,40.02,35.13,0
 2023-3-3,4061578,0,102595,0,0,0,40.02,35.13,0
 2023-3-4,4061578,0,102595,0,0,0,40.02,35.13,0
 2023-3-5,4065743,4165,102595,0,69.54,0,40.02,35.13,1
 2023-3-6,4065743,0,102595,0,0,0,40.02,35.13,1
 2023-3-7,4065743,0,102595,0,0,0,40.02,35.13,0
 2023-3-8,4065743,0,102595,0,0,0,40.02,35.13,0
 2023-3-9,4065743,0,102595,0,0,0,40.02,35.13,0
 2023-3-10,4065743,0,102595,0,0,0,40.02,35.13,0
 2023-3-11,4065743,0,102595,0,0,0,40.02,35.13,0
 2023-3-12,4068224,2481,102595,0,41.423,0,40.33,35.13,1
 2023-3-13,4068224,0,102595,0,0,0,40.33,35.13,1
 2023-3-14,4068224,0,102595,0,0,0,40.33,35.13,0
 2023-3-15,4068224,0,102595,0,0,0,40.33,35.13,0
 2023-3-16,4068224,0,102595,0,0,0,40.33,35.13,0
 2023-3-17,4068224,0,102595,0,0,0,40.33,35.13,0
 2023-3-18,4068224,0,102595,0,0,0,40.33,35.13,0
 2023-3-19,4070434,2210,102595,0,36.899,0,40.35,35.13,1
 2023-3-20,4070434,0,102595,0,0,0,40.35,35.13,1
 2023-3-21,4070434,0,102595,0,0,0,40.35,35.13,0
 2023-3-22,4070434,0,102595,0,0,0,40.35,35.13,0
 2023-3-23,4070434,0,102595,0,0,0,40.35,35.13,0
 2023-3-24,4070434,0,102595,0,0,0,40.35,35.13,0
 2023-3-25,4070434,0,102595,0,0,0,40.35,35.13,0
 2023-3-26,4072533,2099,102595,0,35.045,0,40.35,35.13,1
 2023-3-27,4072533,0,102595,0,0,0,40.35,35.13,1
 2023-3-28,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-3-29,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-3-30,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-3-31,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-1,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-2,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-3,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-4,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-5,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-6,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-7,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-8,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-9,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-10,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-11,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-12,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-13,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-14,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-15,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-16,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-17,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-18,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-19,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-20,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-21,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-22,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-23,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-24,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-25,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-26,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-27,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-28,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-29,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-4-30,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-1,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-2,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-3,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-4,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-5,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-6,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-7,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-8,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-9,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-10,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-11,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-12,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-13,4072533,0,102595,0,0,0,40.35,35.13,0
 2023-5-14,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-15,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-16,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-17,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-18,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-19,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-20,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-21,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-22,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-23,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-24,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-25,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-26,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-27,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-28,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-29,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-30,4072533,0,102595,0,0,0,40.42,35.13,0
 2023-5-31,4072533,0,102595,0,0,0,40.42,35.13,0
